canonical,direct_use_status,mining_role,terminal_allowed,allowed_ast_positions,mining_lane,economic_effect_family,semantic_redundancy_group,data_inputs,scalar_parameters,context_inputs,group_inputs,event_inputs,output_semantic_kind,output_unit,supported_markets,source_recipes,runtime_cost,production_certified,directly_usable,retention_reason,delete_reason,replacement
group_tail_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|group,q_low|q_high,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
group_topk_mean,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,target|score|group|exclude_self,k,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
group_ts_decay_linear,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,group|window|normalize|fallback_policy,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
group_valid_count,direct_group_state,group_state,False,gate|interaction,group_state,unknown,,x|group,,,,,series,,ashare|us,daily_bar,1,False,False,group aggregate — same value within group; group context only,,
group_wasserstein_barycenter_distance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|group,window|min_group_size,,,,series,same_as:x,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
group_weighted_mean,direct_group_state,group_state,False,gate|interaction,group_state,unknown,,x|group|weight,,,,,series,,ashare|us,daily_bar,1,False,False,group aggregate — same value within group; group context only,,
group_weighted_zscore,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|group|weight,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
group_winsorize,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,group|a,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
group_zscore,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,fallback_policy,,group,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
gt,direct_condition,condition,False,condition,condition,unknown,,x|y,,,,,series,,ashare|us,daily_bar,0,True,True,Boolean/comparison/missingness — condition slot only,,
hfl_hurst_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,max_agg|window,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
hfl_variance_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,k|window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
hierarchical_group_neutralize,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|group|subgroup,,,,,series,same_as:x,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
high_low_spread_proxy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
holder_class_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_class_js_shift,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|ps1|ps2|ps3|ps4|ps5,,,,,series,,ashare|us,shareholder_pit,2,False,False,stock-level alpha (verified role),,
holder_common_holding_peer_return,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,peer_return|own_return|overlap,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_company_ownership_hhi,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_concentration,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,top_holder_shares|total_shares,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_concentration_acceleration,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,concentration|snapshot_date,window,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_concentration_change,delete_no_data,source_transform,False,,supporting,ownership,,concentration,lag,,,,series,,ashare|us,shareholder_pit,1,False,False,implementation raises (requires distinct relation snapshots); no snapshot provider — delete until real data exists,,
holder_concentration_slope,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,concentration|snapshot_date,window,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_count_change_rate,delete_no_data,source_transform,False,,supporting,ownership,,holder_count,lag,,,,series,,ashare|us,shareholder_pit,1,False,False,TopTen rows are not total shareholder count; no total-holder provider — delete rather than fake,,
holder_disclosure_count,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_disclosure_coverage,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_entry_share,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_exit_share,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_float_concentration_gap,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,top10_concentration|top10_float_concentration,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_freeze_concentration,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_freeze_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,freeze_shares|total_capital,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_id_matched_churn,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_id_matched_entry_share,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_id_matched_exit_share,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_id_overlap_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_locked_share_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,locked_shares|total_capital,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_nature_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_net_entry_share,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_observed_topk_hhi,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10,missing_semantic,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_peer_return_breadth,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,breadth,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_pledge_change,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,pledge_ratio,lag,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_pledge_churn,move_internal,internal,False,,supporting,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10,,,,,series,,ashare|us,shareholder_pit,1,False,False,internal supporting layer — not public mining,,
holder_pledge_concentration,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_pledge_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,pledge_shares|total_capital,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_pledged_holder_count,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_rank_stability,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_share_weighted_rank_migration,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_shareholder_network_centrality,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,degree|total,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_shareholder_overlap_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,shared_holders|total_holders,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_topk_share_sum,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
holder_weighted_churn,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,ownership,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,,,,,series,,ashare|us,shareholder_pit,1,False,False,stock-level alpha (verified role),,
hump_decay,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,hump,,,,series,,ashare|us,daily_bar,1,False,False,full-history / high-cost alpha (verified role),,
ichimoku_cloud_position,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|close,tenkan_window|kijun_window|senkou_b_window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
ichimoku_cloud_width,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low,tenkan_window|kijun_window|senkou_b_window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ichimoku_kijun,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,high|low,kijun_window,,,,series,,ashare|us,daily_bar,1,False,False,"price-level building block — not scale-invariant, composition only",,
ichimoku_senkou_a,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,high|low,tenkan_window|kijun_window,,,,series,,ashare|us,daily_bar,1,False,False,"price-level building block — not scale-invariant, composition only",,
ichimoku_senkou_b,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,high|low,senkou_b_window,,,,series,,ashare|us,daily_bar,1,False,False,"price-level building block — not scale-invariant, composition only",,
ichimoku_tenkan,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,high|low,tenkan_window,,,,series,,ashare|us,daily_bar,1,False,False,"price-level building block — not scale-invariant, composition only",,
identity,move_internal,internal,False,,supporting,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,internal supporting layer — not public mining,,
idio_skew,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,benchmark_ret|window,,,,series,,ashare|us,daily_bar,1,False,False,benchmark-required risk factor — direct usable with explicit benchmark source,,
idio_vol,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,benchmark_ret|window,,,,series,,ashare|us,daily_bar,1,False,False,benchmark-required risk factor — direct usable with explicit benchmark source,,
index_entry_exit_event,direct_event,event,False,condition|mask,event,index_flow,,member,,,,,series,state_signed,ashare|us,index_pit,1,False,False,index entry/exit — event mask,,
index_event_decay,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,index_flow,,entry_event|decay|missing_policy,window,,,,series,,ashare|us,index_pit,2,False,False,stock-level alpha (verified role),,
