factor_id,factor_name_zh,category,subcategory,dsl,variant,base_factor,direction_high_is_good,replication_grade,applicability,pit_class,implementation_status,missing_dsl_operators,pending_allowlist_operators,source_preprocessing_requirements,missing_raw_fields,virtual_source_fields,derived_relation_fields,required_fields,operators_used,required_new_operators,source_acronym,source_name,source_authors,source_year,source_journal,source_sign,source_category,source_definition_summary,notes,ast_syntax_valid,dsl_calls,field_identifiers,required_new_operators_original,dsl_normalized,formula_hash,formula_duplicate_count,canonical_factor_id_for_formula,is_canonical_formula,source_url,evidence_type,increment_batch,ast_error,duplicate_of_existing,duplicate_within_supplement,selected_variant,selection_reason,library_role,preprocess_policy
LEV003,总负债/账面权益,leverage_liquidity_distress,solvency,"group_rank(safe_div(bal_total_liability, coalesce(bal_equities_parent_company_owners, bal_total_owner_equities)), industry_industry_code)",irank,LEV003,-1,paper_inspired,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_equities_parent_company_owners|bal_total_liability|bal_total_owner_equities|industry_industry_code,coalesce|group_rank|safe_div,,BookLeverage,Book leverage (annual),Fama and French,1992.0,JF,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,coalesce|group_rank|safe_div,bal_equities_parent_company_owners|bal_total_liability|bal_total_owner_equities|industry_industry_code,,"group_rank(safe_div(bal_total_liability,coalesce(bal_equities_parent_company_owners,bal_total_owner_equities)),industry_industry_code)",ab7e3cbc39fe96de,1,LEV003__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV004,市场杠杆（总负债/总资产市值）,leverage_liquidity_distress,solvency,"group_rank(safe_div(bal_total_liability, add(val_market_cap, bal_total_liability)), industry_industry_code)",irank,LEV004,-1,paper_close,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_total_liability|industry_industry_code|val_market_cap,add|group_rank|safe_div,,Leverage,Market leverage,Bhandari,1988.0,JF,1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,add|group_rank|safe_div,bal_total_liability|industry_industry_code|val_market_cap,,"group_rank(safe_div(bal_total_liability,add(val_market_cap,bal_total_liability)),industry_industry_code)",ea97cef205e2ce04,1,LEV004__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV005,净债务/总资产,leverage_liquidity_distress,solvency,"group_rank(safe_div(subtract(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_cash_equivalents), bal_total_assets), industry_industry_code)",irank,LEV005,-1,paper_inspired,general_nonfinancial,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|industry_industry_code,group_rank|row_sum_skipna|safe_div|subtract,row_sum_skipna,NetDebtPrice,Net debt to price,"Penman, Richardson and Tuna",2007.0,JAR,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|row_sum_skipna|safe_div|subtract,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|industry_industry_code,,"group_rank(safe_div(subtract(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_cash_equivalents),bal_total_assets),industry_industry_code)",89efe5c7091dfec2,1,LEV005__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV006,净债务/账面权益,leverage_liquidity_distress,solvency,"group_rank(safe_div(subtract(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_cash_equivalents), coalesce(bal_equities_parent_company_owners, bal_total_owner_equities)), industry_industry_code)",irank,LEV006,-1,paper_inspired,general_nonfinancial,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_cash_equivalents|bal_equities_parent_company_owners|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_owner_equities|industry_industry_code,coalesce|group_rank|row_sum_skipna|safe_div|subtract,row_sum_skipna,NetDebtPrice,Net debt to price,"Penman, Richardson and Tuna",2007.0,JAR,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,coalesce|group_rank|row_sum_skipna|safe_div|subtract,bal_bonds_payable|bal_cash_equivalents|bal_equities_parent_company_owners|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_owner_equities|industry_industry_code,,"group_rank(safe_div(subtract(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_cash_equivalents),coalesce(bal_equities_parent_company_owners,bal_total_owner_equities)),industry_industry_code)",f342502e82ff0766,1,LEV006__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV007,有息债务/总资产,leverage_liquidity_distress,solvency,"group_rank(safe_div(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_total_assets), industry_industry_code)",irank,LEV007,-1,paper_inspired,general_nonfinancial,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|industry_industry_code,group_rank|row_sum_skipna|safe_div,row_sum_skipna,BookLeverage,Book leverage (annual),Fama and French,1992.0,JF,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|row_sum_skipna|safe_div,bal_bonds_payable|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|industry_industry_code,,"group_rank(safe_div(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_total_assets),industry_industry_code)",0836a67512c18890,1,LEV007__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV008,短期债务/总资产,leverage_liquidity_distress,solvency,"group_rank(safe_div(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, min_count=1), bal_total_assets), industry_industry_code)",irank,LEV008,-1,systematic_extension,general_nonfinancial,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|industry_industry_code,group_rank|row_sum_skipna|safe_div,row_sum_skipna,BookLeverage,Book leverage (annual),Fama and French,1992.0,JF,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|row_sum_skipna|safe_div,bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|industry_industry_code,,"group_rank(safe_div(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,min_count=1),bal_total_assets),industry_industry_code)",e813a4ed0becba60,1,LEV008__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV009,长期债务/总资产,leverage_liquidity_distress,solvency,"group_rank(safe_div(row_sum_skipna(bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_total_assets), industry_industry_code)",irank,LEV009,-1,systematic_extension,general_nonfinancial,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_lease_liability|bal_longterm_loan|bal_total_assets|industry_industry_code,group_rank|row_sum_skipna|safe_div,row_sum_skipna,BookLeverage,Book leverage (annual),Fama and French,1992.0,JF,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|row_sum_skipna|safe_div,bal_bonds_payable|bal_lease_liability|bal_longterm_loan|bal_total_assets|industry_industry_code,,"group_rank(safe_div(row_sum_skipna(bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_total_assets),industry_industry_code)",bea18924578335ce,1,LEV009__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV010,短期债务占有息债务,leverage_liquidity_distress,solvency,"group_rank(safe_div(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, min_count=1), row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1)), industry_industry_code)",irank,LEV010,-1,systematic_extension,general_nonfinancial,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|industry_industry_code,group_rank|row_sum_skipna|safe_div,row_sum_skipna,BookLeverage,Book leverage (annual),Fama and French,1992.0,JF,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|row_sum_skipna|safe_div,bal_bonds_payable|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|industry_industry_code,,"group_rank(safe_div(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,min_count=1),row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1)),industry_industry_code)",62660a34999352cf,1,LEV010__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV011,租赁负债/总资产,leverage_liquidity_distress,solvency,"group_rank(safe_div(bal_lease_liability, bal_total_assets), industry_industry_code)",irank,LEV011,-1,a_share_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_lease_liability|bal_total_assets|industry_industry_code,group_rank|safe_div,,BookLeverage,Book leverage (annual),Fama and French,1992.0,JF,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|safe_div,bal_lease_liability|bal_total_assets|industry_industry_code,,"group_rank(safe_div(bal_lease_liability,bal_total_assets),industry_industry_code)",c3105fc64d80a650,1,LEV011__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV012,债券应付/总资产,leverage_liquidity_distress,solvency,"group_rank(safe_div(bal_bonds_payable, bal_total_assets), industry_industry_code)",irank,LEV012,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_bonds_payable|bal_total_assets|industry_industry_code,group_rank|safe_div,,BookLeverage,Book leverage (annual),Fama and French,1992.0,JF,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|safe_div,bal_bonds_payable|bal_total_assets|industry_industry_code,,"group_rank(safe_div(bal_bonds_payable,bal_total_assets),industry_industry_code)",f4237fd44bc32d15,1,LEV012__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV013,流动比率,leverage_liquidity_distress,solvency,"group_rank(safe_div(bal_total_current_assets, bal_total_current_liability), industry_industry_code)",irank,LEV013,1,paper_close,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_total_current_assets|bal_total_current_liability|industry_industry_code,group_rank|safe_div,,pchcurrat,Change in Current Ratio,Ou and Penman,1989.0,JAR,,investment alt,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|safe_div,bal_total_current_assets|bal_total_current_liability|industry_industry_code,,"group_rank(safe_div(bal_total_current_assets,bal_total_current_liability),industry_industry_code)",a5ca935464f0c369,1,LEV013__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV014,速动比率,leverage_liquidity_distress,solvency,"group_rank(safe_div(subtract(bal_total_current_assets, bal_inventories), bal_total_current_liability), industry_industry_code)",irank,LEV014,1,paper_close,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_inventories|bal_total_current_assets|bal_total_current_liability|industry_industry_code,group_rank|safe_div|subtract,,pchquick,Change in quick ratio,Ou and Penman,1989.0,JAR,,investment alt,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|safe_div|subtract,bal_inventories|bal_total_current_assets|bal_total_current_liability|industry_industry_code,,"group_rank(safe_div(subtract(bal_total_current_assets,bal_inventories),bal_total_current_liability),industry_industry_code)",a6ef3271e1c7ef7d,1,LEV014__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
