canonical,aliases,source_file,source_symbol,category,business_category,surface,production_certification,role,terminal_allowed,deterministic,pit_safe_claim,stateful,input_arity,input_grain,output_grain,input_units,output_unit,params,default_params,backends,window_semantics,tags,description
holder_disclosure_coverage,,cleaned_operators.shareholder.churn_network,Shareholder_holder_disclosure_coverage,shareholder,shareholder,extended,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10,{},pandas_numpy|polars,,"shareholder|ashare|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10->series|domain:shareholder|unit:ratio|cost:1|extended","当前快照 top-K 披露集合的观测覆盖度：distinct 股东数 / K（K=10），[0,1]。稀疏披露（覆盖度低）不可作为强信号（round-3 item 28）。"
holder_entry_share,,cleaned_operators.shareholder.churn_network,Shareholder_holder_entry_share,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",新进入 top-K 披露集合的股东（ID 不在上期披露集合）本期持股比例合计（披露口径，非全体股东新进）。
holder_exit_share,,cleaned_operators.shareholder.churn_network,Shareholder_holder_exit_share,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",跌出 top-K 披露集合的股东（ID 不在本期披露集合）上期持股比例合计——披露口径退出，非全体股东退出（R11 #128）。
holder_float_concentration_gap,,cleaned_operators.shareholder.churn_network,Shareholder_holder_float_concentration_gap,shareholder,shareholder,daily,PENDING,,,,,,,,,,,top10_concentration|top10_float_concentration,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:top10_concentration,top10_float_concentration->series|domain:shareholder|unit:ratio|cost:1",前十大股东集中度 - 前十大流通股东集中度。
holder_freeze_concentration,,cleaned_operators.shareholder.churn_network,Shareholder_holder_freeze_concentration,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10->series|domain:shareholder|unit:ratio|cost:1",各股东冻结股数份额 HHI。
holder_freeze_ratio,,cleaned_operators.shareholder.churn_network,Shareholder_holder_freeze_ratio,shareholder,shareholder,daily,PENDING,,,,,,,,,freeze_shares|total_capital,,freeze_shares|total_capital,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:freeze_shares,total_capital->series|domain:shareholder|unit:ratio|cost:1",股东冻结股数合计 / 总股本（冻结股数>=0、总股本>0、比率<=1，越界→NaN）。
holder_id_matched_churn,,cleaned_operators.shareholder.churn_network,Shareholder_holder_id_matched_churn,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",按股东 ID 匹配的持股变动：0.5*Σ|ShareRatio_cur - ShareRatio_prev|（top-K 披露集合口径，同 ID 跨期配对，缺失侧补0）。
holder_id_matched_entry_share,,cleaned_operators.shareholder.churn_network,Shareholder_holder_id_matched_entry_share,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",新进入 top-K 披露集合的股东（ID 不在上期披露集合）本期持股比例合计（披露口径）。
holder_id_matched_exit_share,,cleaned_operators.shareholder.churn_network,Shareholder_holder_id_matched_exit_share,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",跌出 top-K 披露集合的股东（ID 不在本期披露集合）上期持股比例合计——披露口径退出，非全体股东退出（R11 #128）。
holder_id_overlap_ratio,,cleaned_operators.shareholder.churn_network,Shareholder_holder_id_overlap_ratio,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",股东 ID 交集 / 并集（跨期 top-K 披露集合重合率）。
holder_locked_share_ratio,,cleaned_operators.shareholder.churn_network,Shareholder_holder_locked_share_ratio,shareholder,shareholder,daily,PENDING,,,,,,,,,locked_shares|total_capital,,locked_shares|total_capital,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:locked_shares,total_capital->series|domain:shareholder|unit:ratio|cost:1",限售/受限股份占比（限售股数>=0、总股本>0、比率<=1，越界→NaN）。
holder_nature_entropy,,cleaned_operators.shareholder.churn_network,Shareholder_holder_nature_entropy,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8->series|domain:shareholder|unit:ratio|cost:1",股份性质持股权重熵（归一化）。
holder_net_entry_share,,cleaned_operators.shareholder.churn_network,Shareholder_holder_net_entry_share,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",新进 top-K 披露集合持股比例合计 - 跌出集合持股比例合计（按 ID 匹配，披露口径）。
holder_observed_topk_hhi,,cleaned_operators.relation.ops,HolderObservedTopkHhi,relation,shareholder,extended,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|missing_semantic,"{""missing_semantic"": ""outside_top_k""}",pandas_numpy|polars,,"relation|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,missing_semantic->series|domain:shareholder|unit:ratio|cost:1|output_domain:bounded_0_1|hhi_topk_denominator|extended",前十大股东观测 top-k 口径 HHI（分母=观测 top-k 合计）。
holder_peer_return_breadth,,cleaned_operators.shareholder.churn_network,Shareholder_holder_peer_return_breadth,shareholder,shareholder,daily,PENDING,,,,,,,,,,,breadth,{},pandas_numpy|polars,,shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:breadth->series|domain:shareholder|unit:level|cost:1,股东跨股票 breadth（共同持股覆盖度）。scale 纯乘法参数，横截面 rank 下不改变排序，交由 Recipe 算术层。
holder_pledge_change,,cleaned_operators.shareholder.churn_network,Shareholder_holder_pledge_change,shareholder,shareholder,daily,PENDING,,,,,,,,,,,pledge_ratio|lag,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:pledge_ratio,lag->series|domain:shareholder|unit:ratio|cost:1",当前质押率 - 上期质押率。
holder_pledge_churn,,cleaned_operators.shareholder.churn_network,Shareholder_holder_pledge_churn,shareholder,shareholder,daily,DENIED,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10->series|domain:shareholder|unit:ratio|cost:1",质押股数的名次槽位（rank-slot）绝对值变化合计；非按股东 ID 匹配（无 ID 输入），真实 ID 匹配质押变化需专用算子。
holder_pledge_concentration,,cleaned_operators.shareholder.churn_network,Shareholder_holder_pledge_concentration,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10->series|domain:shareholder|unit:ratio|cost:1",各股东质押股数份额 HHI。
holder_pledge_ratio,,cleaned_operators.shareholder.churn_network,Shareholder_holder_pledge_ratio,shareholder,shareholder,daily,PENDING,,,,,,,,,pledge_shares|total_capital,,pledge_shares|total_capital,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:pledge_shares,total_capital->series|domain:shareholder|unit:ratio|cost:1",股东质押股数合计 / 总股本（质押股数>=0、总股本>0、比率<=1，越界→NaN）。
holder_pledged_holder_count,,cleaned_operators.shareholder.churn_network,Shareholder_holder_pledged_holder_count,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10->series|domain:shareholder|unit:ratio|cost:1",质押股数大于0的前十大股东数量。
holder_rank_stability,,cleaned_operators.shareholder.churn_network,Shareholder_holder_rank_stability,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",共同股东以 min(两期持股比例) 加权的排名位移均值（top-K 披露集合口径，越小越稳定）。
holder_share_weighted_rank_migration,,cleaned_operators.shareholder.churn_network,Shareholder_holder_share_weighted_rank_migration,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",以 min(两期持股比例) 加权的股东排名位移均值（top-K 披露集合内共同股东）。
holder_shareholder_network_centrality,,cleaned_operators.shareholder.churn_network,Shareholder_holder_shareholder_network_centrality,shareholder,shareholder,daily,PENDING,,,,,,,,,,,degree|total,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:degree,total->series|domain:shareholder|unit:level|cost:1",股东网络中心度（度中心度代理）。
holder_shareholder_overlap_ratio,,cleaned_operators.shareholder.churn_network,Shareholder_holder_shareholder_overlap_ratio,shareholder,shareholder,daily,PENDING,,,,,,,,,,,shared_holders|total_holders,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:shared_holders,total_holders->series|domain:shareholder|unit:ratio|cost:1",共同股东 / 总股东数（重叠率）。
holder_topk_share_sum,,cleaned_operators.shareholder.churn_network,Shareholder_holder_topk_share_sum,shareholder,shareholder,extended,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10,{},pandas_numpy|polars,,"shareholder|ashare|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10->series|domain:shareholder|unit:ratio|cost:1|extended",当前快照已披露 top-K 股东的持股比例合计（按 distinct ID 去重，同 ID 重复取一致比例）。衡量披露覆盖的股权总量；稀疏披露下该和不可视为集中度（round-3 item 28）。
holder_weighted_churn,,cleaned_operators.shareholder.churn_network,Shareholder_holder_weighted_churn,shareholder,shareholder,daily,PENDING,,,,,,,,,,,s1|s2|s3|s4|s5|s6|s7|s8|s9|s10|sid1|sid2|sid3|sid4|sid5|sid6|sid7|sid8|sid9|sid10|p1|p2|p3|p4|p5|p6|p7|p8|p9|p10|psid1|psid2|psid3|psid4|psid5|psid6|psid7|psid8|psid9|psid10,{},pandas_numpy|polars,,"shareholder|ashare|daily|pit_safe|causal|typed_v2|signature:s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,sid1,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9,sid10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,psid1,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,psid10->series|domain:shareholder|unit:ratio|cost:1",按股东 ID 匹配的加权持股变动：0.5*Σ|ShareRatio_cur - ShareRatio_prev|（top-K 披露集合口径，同 ID 跨期配对，缺失侧补0）。
hump_decay,,cleaned_operators.technical.signal,HumpDecay,signal,technical_signal,daily,PENDING,,,,,,,,,,,x|hump,{},pandas_numpy|polars,,signal|decay,阈值衰减：仅当变化量绝对值超过hump时才更新值
ichimoku_cloud_position,,cleaned_operators.technical.indicators_v2,TechnicalV2_ichimoku_cloud_position,technical_signal,technical,daily,PENDING,,,,,,,,,,,high|low|close|tenkan_window|kijun_window|senkou_b_window,"{""kijun_window"": ""MISSING"", ""senkou_b_window"": ""MISSING"", ""tenkan_window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Close position inside raw Ichimoku cloud.
ichimoku_cloud_width,,cleaned_operators.technical.indicators_v2,TechnicalV2_ichimoku_cloud_width,technical_signal,technical,daily,PENDING,,,,,,,,,,,high|low|tenkan_window|kijun_window|senkou_b_window,"{""kijun_window"": ""MISSING"", ""senkou_b_window"": ""MISSING"", ""tenkan_window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Current raw Ichimoku cloud width.
ichimoku_kijun,,cleaned_operators.technical.indicators_v2,TechnicalV2_ichimoku_kijun,technical_signal,technical,daily,PENDING,,,,,,,,,,,high|low|kijun_window,"{""kijun_window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Raw Kijun value available at current timestamp.
ichimoku_senkou_a,,cleaned_operators.technical.indicators_v2,TechnicalV2_ichimoku_senkou_a,technical_signal,technical,daily,PENDING,,,,,,,,,,,high|low|tenkan_window|kijun_window,"{""kijun_window"": ""MISSING"", ""tenkan_window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Raw Senkou A without chart-forward timestamp shifting.
