canonical,aliases,surface,lifecycle_status,scope,execution_kind,terminal_or_intermediate,direct_use_status,mining_role,agent_visible,production_certified,production_admitted,directly_usable,mining_visible,composition_usable,terminal_usable,context_admitted,backend_passed,backends,backend_status,backend_signature_consistent,pandas_impl,polars_panel_impl,polars_long_impl,duckdb_impl,math_oracle_pass,oracle_pass,prefix_causality_pass,pit_safe,lookback_contract,implementation_certified,semantic_certified,temporal_certified,source_contract_certified,edge_case_passed,determinism_verified,runtime_execution_verified,stateful,execution_model,full_history_replay_required,cost_tier,factor_role
group_ts_decay_linear,,daily,experimental,group,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
group_valid_count,,daily,experimental,group,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,supporting,direct_group_state,group_state,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,group_state
group_wasserstein_barycenter_distance,,extended,experimental,group,pandas_numpy=pandas_numpy_reference|polars=polars_eager_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,5,alpha
group_weighted_mean,,daily,experimental,group,pandas_numpy=pandas_numpy_reference|polars=polars_eager_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,supporting,direct_group_state,group_state,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,group_state
group_weighted_zscore,,daily,experimental,group,pandas_numpy=pandas_numpy_reference|polars=polars_eager_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
group_winsorize,,daily,production,group,pandas_numpy=pandas_numpy_reference|polars=polars_eager_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,alpha
group_zscore,,daily,production,group,pandas_numpy=pandas_numpy_reference|polars=polars_eager_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,alpha
gt,,daily,production,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,supporting,direct_condition,condition,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,0,condition
hfl_hurst_ratio,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,3,alpha
hfl_variance_ratio,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,2,alpha
hierarchical_group_neutralize,,daily,experimental,group,pandas_numpy=pandas_numpy_reference|polars=polars_eager_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
high_low_spread_proxy,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_class_entropy,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_class_js_shift,,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,2,alpha
holder_common_holding_peer_return,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_company_ownership_hhi,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_concentration,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_concentration_acceleration,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_concentration_change,,research,research,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,supporting,delete_no_data,source_transform,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",,,,,,,,FALSE,independent_with_warmup,FALSE,1,source_transform
holder_concentration_slope,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_count_change_rate,,research,research,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,supporting,delete_no_data,source_transform,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",,,,,,,,FALSE,independent_with_warmup,FALSE,1,source_transform
holder_disclosure_count,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_disclosure_coverage,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_entry_share,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_exit_share,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_float_concentration_gap,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_freeze_concentration,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_freeze_ratio,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_id_matched_churn,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_id_matched_entry_share,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_id_matched_exit_share,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_id_overlap_ratio,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_locked_share_ratio,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_nature_entropy,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_net_entry_share,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_observed_topk_hhi,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_peer_return_breadth,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_pledge_change,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_pledge_churn,,daily,production,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,supporting,move_internal,internal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",,,,,,,,FALSE,independent_with_warmup,FALSE,1,internal
holder_pledge_concentration,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_pledge_ratio,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_pledged_holder_count,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_rank_stability,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_share_weighted_rank_migration,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_shareholder_network_centrality,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_shareholder_overlap_ratio,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_topk_share_sum,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
holder_weighted_churn,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
hump_decay,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha_high_cost,alpha_high_cost,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,unknown,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,full_history,FALSE,1,alpha_high_cost
